Date,SPOT
2020-09-16,234.85000610351562
2020-09-17,234.30999755859375
2020-09-18,233.88999938964844
2020-09-21,239.33999633789062
2020-09-22,241.00999450683594
2020-09-23,235.0500030517578
2020-09-24,231.25999450683594
2020-09-25,235.97999572753906
2020-09-28,236.4199981689453
2020-09-29,242.4499969482422
2020-09-30,242.57000732421875
2020-10-01,250.19000244140625
2020-10-02,240.27999877929688
2020-10-05,251.3699951171875
2020-10-06,248.5399932861328
2020-10-07,251.50999450683594
2020-10-08,249.8000030517578
2020-10-09,250.0
2020-10-12,251.44000244140625
2020-10-13,266.95001220703125
2020-10-14,257.6199951171875
2020-10-15,261.54998779296875
2020-10-16,262.54998779296875
2020-10-19,261.010009765625
2020-10-20,260.95001220703125
2020-10-21,271.32000732421875
2020-10-22,271.8800048828125
2020-10-23,283.489990234375
2020-10-26,284.9599914550781
2020-10-27,287.45001220703125
2020-10-28,276.1400146484375
2020-10-29,266.8699951171875
2020-10-30,239.88999938964844
2020-11-02,231.60000610351562
2020-11-03,236.52999877929688
2020-11-04,239.27999877929688
2020-11-05,256.3800048828125
2020-11-06,276.1000061035156
2020-11-09,274.20001220703125
2020-11-10,249.99000549316406
2020-11-11,261.0400085449219
2020-11-12,258.69000244140625
2020-11-13,253.5
2020-11-16,245.85000610351562
2020-11-17,250.44000244140625
2020-11-18,253.02000427246094
2020-11-19,249.94000244140625
2020-11-20,260.0
2020-11-23,268.8599853515625
2020-11-24,270.1400146484375
2020-11-25,270.0899963378906
2020-11-27,277.6199951171875
2020-11-30,291.3699951171875
2020-12-01,284.989990234375
2020-12-02,320.8900146484375
2020-12-03,316.42999267578125
2020-12-04,319.7699890136719
2020-12-07,342.0
2020-12-08,332.8599853515625
2020-12-09,332.45001220703125
2020-12-10,343.29998779296875
2020-12-11,341.2200012207031
2020-12-14,320.3399963378906
2020-12-15,326.9700012207031
2020-12-16,318.5299987792969
2020-12-17,328.05999755859375
2020-12-18,336.1000061035156
2020-12-21,325.57000732421875
2020-12-22,321.9599914550781
2020-12-23,330.7900085449219
2020-12-24,328.3900146484375
2020-12-28,317.2900085449219
2020-12-29,318.42999267578125
2020-12-30,319.3500061035156
2020-12-31,314.6600036621094
2021-01-04,311.0
2021-01-05,313.7200012207031
2021-01-06,314.239990234375
2021-01-07,331.3599853515625
2021-01-08,353.1099853515625
2021-01-11,344.07000732421875
2021-01-12,347.010009765625
2021-01-13,347.05999755859375
2021-01-14,342.2699890136719
2021-01-15,319.82000732421875
2021-01-19,319.75
2021-01-20,331.4100036621094
2021-01-21,348.29998779296875
2021-01-22,338.9599914550781
2021-01-25,333.6099853515625
2021-01-26,337.010009765625
2021-01-27,330.19000244140625
2021-01-28,325.44000244140625
2021-01-29,315.0
2021-02-01,332.6499938964844
2021-02-02,345.04998779296875
2021-02-03,317.25
2021-02-04,314.70001220703125
2021-02-05,310.7699890136719
2021-02-08,323.7900085449219
2021-02-09,334.0
2021-02-10,335.7099914550781
2021-02-11,331.8999938964844
2021-02-12,339.70001220703125
2021-02-16,353.7300109863281
2021-02-17,355.19000244140625
2021-02-18,354.8800048828125
2021-02-19,364.5899963378906
2021-02-22,349.9100036621094
2021-02-23,336.30999755859375
2021-02-24,334.69000244140625
2021-02-25,303.05999755859375
2021-02-26,307.3800048828125
2021-03-01,321.2799987792969
2021-03-02,322.739990234375
2021-03-03,300.239990234375
2021-03-04,285.010009765625
2021-03-05,274.9800109863281
2021-03-08,258.3299865722656
2021-03-09,273.5799865722656
2021-03-10,270.19000244140625
2021-03-11,286.9599914550781
2021-03-12,279.8900146484375
2021-03-15,285.4599914550781
2021-03-16,284.69000244140625
2021-03-17,283.3500061035156
2021-03-18,271.7300109863281
2021-03-19,272.1099853515625
2021-03-22,275.4700012207031
2021-03-23,267.29998779296875
2021-03-24,258.67999267578125
2021-03-25,254.6300048828125
2021-03-26,261.30999755859375
2021-03-29,252.58999633789062
2021-03-30,257.69000244140625
2021-03-31,267.95001220703125
2021-04-01,273.1000061035156
2021-04-05,273.29998779296875
2021-04-06,282.3399963378906
2021-04-07,280.1499938964844
2021-04-08,280.94000244140625
2021-04-09,279.20001220703125
2021-04-12,276.9100036621094
2021-04-13,293.1199951171875
2021-04-14,287.6000061035156
2021-04-15,299.739990234375
2021-04-16,292.0199890136719
2021-04-19,280.3699951171875
2021-04-20,271.20001220703125
2021-04-21,261.7099914550781
2021-04-22,265.1600036621094
2021-04-23,284.1099853515625
2021-04-26,298.0199890136719
2021-04-27,292.9200134277344
2021-04-28,256.8399963378906
2021-04-29,262.1499938964844
2021-04-30,252.1199951171875
2021-05-03,247.69000244140625
2021-05-04,240.1199951171875
2021-05-05,239.5
2021-05-06,237.0399932861328
2021-05-07,239.41000366210938
2021-05-10,228.2100067138672
2021-05-11,228.00999450683594
2021-05-12,225.60000610351562
2021-05-13,217.07000732421875
2021-05-14,223.58999633789062
2021-05-17,223.3300018310547
2021-05-18,220.99000549316406
2021-05-19,220.30999755859375
2021-05-20,228.67999267578125
2021-05-21,229.13999938964844
2021-05-24,234.05999755859375
2021-05-25,236.75999450683594
2021-05-26,238.38999938964844
2021-05-27,240.25999450683594
2021-05-28,241.57000732421875
2021-06-01,241.72999572753906
2021-06-02,239.72999572753906
2021-06-03,232.19000244140625
2021-06-04,236.1699981689453
2021-06-07,242.66000366210938
2021-06-08,242.50999450683594
2021-06-09,237.6999969482422
2021-06-10,247.19000244140625
2021-06-11,243.66000366210938
2021-06-14,251.50999450683594
2021-06-15,242.75999450683594
2021-06-16,242.77999877929688
2021-06-17,247.11000061035156
2021-06-18,247.63999938964844
2021-06-21,245.60000610351562
2021-06-22,253.63999938964844
2021-06-23,256.70001220703125
2021-06-24,264.1600036621094
2021-06-25,266.3800048828125
2021-06-28,271.55999755859375
2021-06-29,272.8599853515625
2021-06-30,275.5899963378906
2021-07-01,268.6300048828125
2021-07-02,267.8299865722656
2021-07-06,263.5199890136719
2021-07-07,259.0400085449219
2021-07-08,256.1499938964844
2021-07-09,262.8299865722656
2021-07-12,261.010009765625
2021-07-13,263.8500061035156
2021-07-14,253.41000366210938
2021-07-15,247.97000122070312
2021-07-16,243.24000549316406
2021-07-19,241.80999755859375
2021-07-20,246.5
2021-07-21,247.91000366210938
2021-07-22,244.17999267578125
2021-07-23,243.63999938964844
2021-07-26,240.58999633789062
2021-07-27,236.92999267578125
2021-07-28,223.32000732421875
2021-07-29,225.27000427246094
2021-07-30,228.6699981689453
2021-08-02,228.39999389648438
2021-08-03,217.9499969482422
2021-08-04,217.4199981689453
2021-08-05,221.1300048828125
2021-08-06,221.97000122070312
2021-08-09,224.77999877929688
2021-08-10,215.47999572753906
2021-08-11,214.0
2021-08-12,215.0399932861328
2021-08-13,211.47999572753906
2021-08-16,208.8300018310547
2021-08-17,206.16000366210938
2021-08-18,205.4199981689453
2021-08-19,205.0800018310547
2021-08-20,216.63999938964844
2021-08-23,221.5
2021-08-24,224.8800048828125
2021-08-25,226.89999389648438
2021-08-26,224.6199951171875
2021-08-27,226.02000427246094
2021-08-30,233.1199951171875
2021-08-31,234.33999633789062
2021-09-01,238.3800048828125
2021-09-02,254.02999877929688
2021-09-03,249.0399932861328
2021-09-07,254.72000122070312
2021-09-08,249.67999267578125
2021-09-09,246.00999450683594
2021-09-10,247.75999450683594
2021-09-13,244.22000122070312
2021-09-14,243.80999755859375
2021-09-15,242.8699951171875
2021-09-16,242.02000427246094
2021-09-17,248.10000610351562
2021-09-20,237.75999450683594
2021-09-21,234.50999450683594
2021-09-22,235.35000610351562
2021-09-23,234.86000061035156
2021-09-24,230.1999969482422
2021-09-27,232.94000244140625
2021-09-28,227.33999633789062
2021-09-29,220.32000732421875
2021-09-30,225.33999633789062
2021-10-01,229.3300018310547
2021-10-04,221.91000366210938
2021-10-05,225.82000732421875
2021-10-06,232.02000427246094
2021-10-07,234.89999389648438
2021-10-08,232.8800048828125
2021-10-11,231.88999938964844
2021-10-12,235.3000030517578
2021-10-13,243.8300018310547
2021-10-14,247.3699951171875
2021-10-15,247.39999389648438
2021-10-18,248.82000732421875
2021-10-19,255.61000061035156
2021-10-20,251.17999267578125
2021-10-21,255.0
2021-10-22,252.9600067138672
2021-10-25,257.8900146484375
2021-10-26,252.1999969482422
2021-10-27,273.1300048828125
2021-10-28,288.95001220703125
2021-10-29,289.3999938964844
2021-11-01,300.95001220703125
2021-11-02,298.20001220703125
2021-11-03,298.0799865722656
2021-11-04,293.4800109863281
2021-11-05,289.04998779296875
2021-11-08,286.8999938964844
2021-11-09,278.75
2021-11-10,269.7200012207031
2021-11-11,276.6499938964844
2021-11-12,280.55999755859375
2021-11-15,278.3800048828125
2021-11-16,271.29998779296875
2021-11-17,271.95001220703125
2021-11-18,263.3699951171875
2021-11-19,259.54998779296875
2021-11-22,250.33999633789062
2021-11-23,243.02999877929688
2021-11-24,249.49000549316406
2021-11-26,250.88999938964844
2021-11-29,246.60000610351562
2021-11-30,238.5
2021-12-01,225.08999633789062
2021-12-02,228.5399932861328
2021-12-03,228.8000030517578
2021-12-06,232.00999450683594
2021-12-07,238.50999450683594
2021-12-08,243.1699981689453
2021-12-09,233.4199981689453
2021-12-10,233.25999450683594
2021-12-13,225.6199951171875
2021-12-14,222.67999267578125
2021-12-15,225.39999389648438
2021-12-16,226.5500030517578
2021-12-17,235.27999877929688
2021-12-20,228.16000366210938
2021-12-21,238.11000061035156
2021-12-22,235.16000366210938
2021-12-23,236.6300048828125
2021-12-27,233.77999877929688
2021-12-28,233.77999877929688
2021-12-29,232.9199981689453
2021-12-30,237.9199981689453
2021-12-31,234.02999877929688
2022-01-03,244.16000366210938
2022-01-04,239.25999450683594
2022-01-05,227.6999969482422
2022-01-06,228.27000427246094
2022-01-07,223.5800018310547
2022-01-10,224.41000366210938
2022-01-11,234.97000122070312
2022-01-12,231.30999755859375
2022-01-13,226.4499969482422
2022-01-14,218.55999755859375
2022-01-18,210.8699951171875
2022-01-19,207.35000610351562
2022-01-20,208.66000366210938
2022-01-21,195.52999877929688
2022-01-24,193.55999755859375
2022-01-25,184.0399932861328
2022-01-26,174.7899932861328
2022-01-27,171.32000732421875
2022-01-28,172.97999572753906
2022-01-31,196.25999450683594
2022-02-01,203.6199951171875
2022-02-02,191.9199981689453
2022-02-03,159.75999450683594
2022-02-04,174.42999267578125
2022-02-07,171.50999450683594
2022-02-08,165.9199981689453
2022-02-09,175.49000549316406
2022-02-10,167.8300018310547
2022-02-11,161.92999267578125
2022-02-14,162.2100067138672
2022-02-15,168.05999755859375
2022-02-16,163.94000244140625
2022-02-17,159.22000122070312
2022-02-18,152.27000427246094
2022-02-22,149.3800048828125
2022-02-23,144.1699981689453
2022-02-24,149.2100067138672
2022-02-25,151.91000366210938
2022-02-28,156.19000244140625
2022-03-01,151.25
2022-03-02,149.47999572753906
2022-03-03,139.9199981689453
2022-03-04,135.1699981689453
2022-03-07,130.50999450683594
2022-03-08,131.67999267578125
2022-03-09,136.4199981689453
2022-03-10,132.6699981689453
2022-03-11,124.29000091552734
2022-03-14,119.47000122070312
2022-03-15,123.83999633789062
2022-03-16,133.5800018310547
2022-03-17,138.72999572753906
2022-03-18,144.77999877929688
2022-03-21,140.4199981689453
2022-03-22,147.47000122070312
2022-03-23,148.57000732421875
2022-03-24,149.25999450683594
2022-03-25,146.0399932861328
2022-03-28,150.1300048828125
2022-03-29,157.30999755859375
2022-03-30,156.16000366210938
2022-03-31,151.02000427246094
2022-04-01,153.6999969482422
2022-04-04,158.83999633789062
2022-04-05,148.91000366210938
2022-04-06,145.63999938964844
2022-04-07,141.38999938964844
2022-04-08,141.27999877929688
2022-04-11,139.61000061035156
2022-04-12,138.89999389648438
2022-04-13,141.33999633789062
2022-04-14,136.27000427246094
2022-04-18,134.42999267578125
2022-04-19,137.41000366210938
2022-04-20,122.48999786376953
2022-04-21,112.62000274658203
2022-04-22,110.20999908447266
2022-04-25,112.13999938964844
2022-04-26,110.41000366210938
2022-04-27,96.66999816894531
2022-04-28,102.68000030517578
2022-04-29,101.6500015258789
2022-05-02,108.86000061035156
2022-05-03,109.48999786376953
2022-05-04,112.55000305175781
2022-05-05,105.58999633789062
2022-05-06,104.68000030517578
2022-05-09,94.44000244140625
2022-05-10,99.16999816894531
2022-05-11,91.94000244140625
2022-05-12,97.08000183105469
2022-05-13,106.08999633789062
2022-05-16,101.05000305175781
2022-05-17,105.05999755859375
2022-05-18,104.4000015258789
2022-05-19,105.7699966430664
2022-05-20,107.2699966430664
2022-05-23,109.06999969482422
2022-05-24,103.5
2022-05-25,108.79000091552734
2022-05-26,108.62000274658203
2022-05-27,112.97000122070312
2022-05-31,112.7699966430664
2022-06-01,110.0
2022-06-02,116.5
2022-06-03,112.2300033569336
2022-06-06,111.04000091552734
2022-06-07,109.43000030517578
2022-06-08,116.02999877929688
2022-06-09,111.93000030517578
2022-06-10,102.2300033569336
2022-06-13,98.61000061035156
2022-06-14,98.05000305175781
2022-06-15,105.3499984741211
2022-06-16,97.8499984741211
2022-06-17,99.2699966430664
2022-06-21,101.4000015258789
2022-06-22,99.33000183105469
2022-06-23,102.19000244140625
2022-06-24,107.0
2022-06-27,106.2699966430664
2022-06-28,99.0
2022-06-29,97.95999908447266
2022-06-30,93.83000183105469
2022-07-01,97.5199966430664
2022-07-05,104.83000183105469
2022-07-06,102.87000274658203
2022-07-07,105.83000183105469
2022-07-08,104.23999786376953
2022-07-11,99.1500015258789
2022-07-12,99.58000183105469
2022-07-13,99.20999908447266
2022-07-14,96.31999969482422
2022-07-15,102.33000183105469
2022-07-18,103.56999969482422
2022-07-19,108.68000030517578
2022-07-20,113.25
2022-07-21,115.62000274658203
2022-07-22,111.6500015258789
2022-07-25,110.41999816894531
2022-07-26,103.97000122070312
2022-07-27,116.61000061035156
2022-07-28,114.58999633789062
2022-07-29,113.0199966430664
2022-08-01,115.3499984741211
2022-08-02,116.0
2022-08-03,120.45999908447266
2022-08-04,122.4000015258789
2022-08-05,118.7300033569336
2022-08-08,119.69999694824219
2022-08-09,115.55999755859375
2022-08-10,120.08999633789062
2022-08-11,122.7300033569336
2022-08-12,123.62999725341797
2022-08-15,122.5999984741211
2022-08-16,120.0999984741211
2022-08-17,114.1500015258789
2022-08-18,114.38999938964844
2022-08-19,111.43000030517578
2022-08-22,109.5999984741211
2022-08-23,108.02999877929688
2022-08-24,110.05000305175781
2022-08-25,113.52999877929688
2022-08-26,109.30999755859375
2022-08-29,108.55999755859375
2022-08-30,107.2300033569336
2022-08-31,108.1500015258789
2022-09-01,106.5199966430664
2022-09-02,104.41999816894531
2022-09-06,102.58999633789062
2022-09-07,105.86000061035156
2022-09-08,105.18000030517578
2022-09-09,110.27999877929688
2022-09-12,111.33999633789062
2022-09-13,101.95999908447266
2022-09-14,102.44999694824219
2022-09-15,103.95999908447266
2022-09-16,100.33999633789062
2022-09-19,99.69999694824219
2022-09-20,97.26000213623047
2022-09-21,95.38999938964844
2022-09-22,92.44999694824219
2022-09-23,89.33999633789062
2022-09-26,89.13999938964844
2022-09-27,89.5
2022-09-28,92.87999725341797
2022-09-29,86.83999633789062
2022-09-30,86.30000305175781
2022-10-03,89.0
2022-10-04,94.62999725341797
2022-10-05,91.4000015258789
2022-10-06,92.25
2022-10-07,88.01000213623047
2022-10-10,85.97000122070312
2022-10-11,82.12999725341797
2022-10-12,83.18000030517578
2022-10-13,82.6500015258789
2022-10-14,81.79000091552734
2022-10-17,86.72000122070312
2022-10-18,88.04000091552734
2022-10-19,88.75
2022-10-20,87.73999786376953
2022-10-21,88.69999694824219
2022-10-24,94.66000366210938
2022-10-25,97.05000305175781
2022-10-26,84.41999816894531
2022-10-27,81.73999786376953
2022-10-28,83.36000061035156
2022-10-31,80.58000183105469
2022-11-01,80.16999816894531
2022-11-02,75.0
2022-11-03,71.72000122070312
2022-11-04,71.05000305175781
2022-11-07,73.44000244140625
2022-11-08,73.2699966430664
2022-11-09,71.4000015258789
2022-11-10,78.44000244140625
2022-11-11,83.70999908447266
2022-11-14,82.5
2022-11-15,85.11000061035156
2022-11-16,82.5
2022-11-17,79.44999694824219
2022-11-18,76.98999786376953
2022-11-21,74.12000274658203
2022-11-22,75.25
2022-11-23,78.26000213623047
2022-11-25,78.7300033569336
2022-11-28,76.7300033569336
2022-11-29,75.0999984741211
2022-11-30,79.41999816894531
2022-12-01,79.44999694824219
2022-12-02,80.30999755859375
2022-12-05,78.30999755859375
2022-12-06,75.16000366210938
2022-12-07,75.72000122070312
2022-12-08,77.80000305175781
2022-12-09,78.16999816894531
2022-12-12,79.7300033569336
2022-12-13,80.95999908447266
2022-12-14,79.31999969482422
2022-12-15,72.36000061035156
2022-12-16,74.73999786376953
2022-12-19,73.26000213623047
2022-12-20,76.51000213623047
2022-12-21,77.48999786376953
2022-12-22,77.95999908447266
2022-12-23,77.69999694824219
2022-12-27,76.5199966430664
2022-12-28,76.61000061035156
2022-12-29,79.01000213623047
2022-12-30,78.94999694824219
2023-01-03,81.9000015258789
2023-01-04,81.33000183105469
2023-01-05,81.58000183105469
2023-01-06,83.54000091552734
2023-01-09,85.04000091552734
2023-01-10,90.79000091552734
2023-01-11,91.75
2023-01-12,91.19999694824219
2023-01-13,92.05999755859375
2023-01-17,91.75
2023-01-18,92.7300033569336
2023-01-19,93.58000183105469
2023-01-20,97.91000366210938
2023-01-23,99.94000244140625
2023-01-24,99.29000091552734
2023-01-25,100.02999877929688
2023-01-26,101.30000305175781
2023-01-27,102.23999786376953
2023-01-30,100.0
2023-01-31,112.72000122070312
2023-02-01,118.13999938964844
2023-02-02,122.56999969482422
2023-02-03,121.16999816894531
2023-02-06,122.91999816894531
2023-02-07,125.37999725341797
2023-02-08,123.68000030517578
2023-02-09,120.83000183105469
2023-02-10,125.16000366210938
2023-02-13,122.31999969482422
2023-02-14,126.0999984741211
2023-02-15,128.27000427246094
2023-02-16,125.56999969482422
2023-02-17,125.33000183105469
2023-02-21,120.3499984741211
2023-02-22,120.06999969482422
2023-02-23,118.86000061035156
2023-02-24,117.13999938964844
2023-02-27,116.83999633789062
2023-02-28,116.30000305175781
2023-03-01,117.19999694824219
2023-03-02,118.4800033569336
2023-03-03,123.73999786376953
2023-03-06,126.37999725341797
2023-03-07,126.33000183105469
2023-03-08,126.98999786376953
2023-03-09,123.93000030517578
2023-03-10,121.66000366210938
2023-03-13,123.38999938964844
2023-03-14,125.54000091552734
2023-03-15,125.6500015258789
2023-03-16,129.2100067138672
2023-03-17,127.08999633789062
2023-03-20,126.41000366210938
2023-03-21,128.80999755859375
2023-03-22,128.1999969482422
2023-03-23,131.0500030517578
2023-03-24,128.3000030517578
2023-03-27,129.47999572753906
2023-03-28,128.1199951171875
2023-03-29,129.8699951171875
2023-03-30,130.8300018310547
2023-03-31,133.6199951171875
2023-04-03,136.44000244140625
2023-04-04,134.8800048828125
2023-04-05,131.25
2023-04-06,132.47999572753906
2023-04-10,132.25
2023-04-11,131.27999877929688
2023-04-12,130.9199981689453
2023-04-13,134.9600067138672
2023-04-14,134.74000549316406
2023-04-17,133.77999877929688
2023-04-18,134.57000732421875
2023-04-19,133.55999755859375
2023-04-20,133.3300018310547
2023-04-21,133.75999450683594
2023-04-24,131.4499969482422
2023-04-25,138.1999969482422
2023-04-26,133.1199951171875
2023-04-27,132.1699981689453
2023-04-28,133.60000610351562
2023-05-01,138.42999267578125
2023-05-02,136.38999938964844
2023-05-03,138.05999755859375
2023-05-04,140.47999572753906
2023-05-05,141.75
2023-05-08,144.52999877929688
2023-05-09,143.6999969482422
2023-05-10,147.74000549316406
2023-05-11,147.05999755859375
2023-05-12,142.52999877929688
2023-05-15,144.22000122070312
2023-05-16,146.32000732421875
2023-05-17,146.0
2023-05-18,151.47999572753906
2023-05-19,149.42999267578125
2023-05-22,148.60000610351562
2023-05-23,147.6699981689453
2023-05-24,147.0399932861328
2023-05-25,147.64999389648438
2023-05-26,150.30999755859375
2023-05-30,148.00999450683594
2023-05-31,148.89999389648438
2023-06-01,153.9199981689453
2023-06-02,151.74000549316406
2023-06-05,156.33999633789062
2023-06-06,153.02999877929688
2023-06-07,148.30999755859375
2023-06-08,149.47000122070312
2023-06-09,150.47999572753906
2023-06-12,150.60000610351562
2023-06-13,151.5399932861328
2023-06-14,151.64999389648438
2023-06-15,152.17999267578125
2023-06-16,159.99000549316406
2023-06-20,156.82000732421875
2023-06-21,155.92999267578125
2023-06-22,159.08999633789062
2023-06-23,157.49000549316406
2023-06-26,153.77999877929688
2023-06-27,158.6199951171875
2023-06-28,160.57000732421875
2023-06-29,159.25999450683594
2023-06-30,160.5500030517578
2023-07-03,160.55999755859375
2023-07-05,160.72999572753906
2023-07-06,156.6199951171875
2023-07-07,156.97000122070312
2023-07-10,157.38999938964844
2023-07-11,160.5800018310547
2023-07-12,165.7899932861328
2023-07-13,171.10000610351562
2023-07-14,172.02999877929688
2023-07-17,179.1699981689453
2023-07-18,179.5800018310547
2023-07-19,179.83999633789062
2023-07-20,172.47999572753906
2023-07-21,171.7100067138672
2023-07-24,163.72000122070312
2023-07-25,140.3800048828125
2023-07-26,149.1300048828125
2023-07-27,144.52000427246094
2023-07-28,148.60000610351562
2023-07-31,149.41000366210938
2023-08-01,150.83999633789062
2023-08-02,146.50999450683594
2023-08-03,145.4199981689453
2023-08-04,144.1199951171875
2023-08-07,141.99000549316406
2023-08-08,138.3699951171875
2023-08-09,139.08999633789062
2023-08-10,136.42999267578125
2023-08-11,138.67999267578125
2023-08-14,139.3800048828125
2023-08-15,133.42999267578125
2023-08-16,134.35000610351562
2023-08-17,131.57000732421875
2023-08-18,131.8699951171875
2023-08-21,132.49000549316406
2023-08-22,133.44000244140625
2023-08-23,138.24000549316406
2023-08-24,135.75999450683594
2023-08-25,137.22000122070312
2023-08-28,141.25999450683594
2023-08-29,144.50999450683594
2023-08-30,149.4499969482422
2023-08-31,153.97000122070312
2023-09-01,157.55999755859375
2023-09-05,159.32000732421875
2023-09-06,160.47000122070312
2023-09-07,160.10000610351562
2023-09-08,155.47000122070312
2023-09-11,157.66000366210938
2023-09-12,154.64999389648438
2023-09-13,155.49000549316406
2023-09-14,157.14999389648438
2023-09-15,158.5800018310547
2023-09-18,159.24000549316406
2023-09-19,160.1699981689453
2023-09-20,160.77000427246094
